link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
201592BA,qvdf,202484,202485,,,-1,0,-1,-1,3,,3,1500_1800,145.664,0.584,145.664,1.670,42.734,0.994,0.069,0.074,700.000,0.000,0.010,0.355,1.000,51.689,1.169,1.195,0.014,0.000,43.000,36.550,0.498,1.000,42.734,36.295,173.291,4.055,173.291,4.055,0.025,0.000,"LINESTRING (-112.394624 33.723116, -112.377263 33.723150)",145.1,0.0,0.0,0.0,0.0,133.0,0,12.7,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.989,42.955,42.922,42.889,42.855,42.822,42.788,42.755,40.609,42.821,42.888,42.955,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,145.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201594AB,qvdf,619,202484,,,-1,0,-1,1,9,,9,1500_1800,12.636,0.000,12.636,2.938,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.498,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,12.376,0.619,12.376,0.619,0.000,0.000,"LINESTRING (-112.393785 33.710436, -112.393026 33.724633)",12.6,0.0,0.0,0.0,0.0,2.3,0,10.4,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,12.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201594BA,qvdf,202484,619,,,-1,0,-1,-1,9,,9,1500_1800,4.836,0.000,4.836,2.938,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.191,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,4.737,0.237,4.737,0.237,0.000,0.000,"LINESTRING (-112.396228 33.724805, -112.396987 33.710608)",4.8,0.0,0.0,0.0,0.0,2.1,0,2.7,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,5.00,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201595AB,qvdf,202925,202796,115-04406,US-60-EASTBOUND,1,0,1,-1,2,,2,1500_1800,4374.152,665.714,4374.152,2.618,41.504,0.741,0.810,1.584,900.000,0.000,0.678,0.652,2.000,1425.436,1.775,1.124,2.977,0.000,56.000,47.600,0.093,1.000,41.504,37.322,7922.465,190.883,7922.465,190.883,49.410,24.444,"LINESTRING (-112.447297 33.712384, -112.424226 33.694529)",3708.4,0.0,0.0,0.0,0.0,4072.4,0,301.8,55.976,55.904,55.833,55.761,55.689,55.617,55.546,52.745,55.631,55.732,55.832,55.933,55.982,55.929,55.876,55.823,55.770,55.717,55.664,55.611,55.558,55.505,55.452,55.399,55.346,55.292,52.501,55.355,55.430,55.504,55.578,55.653,55.727,55.802,55.876,55.950,54.632,50.528,47.457,45.696,43.042,40.503,38.609,37.558,37.406,38.160,39.786,42.147,51.986,56.000,56.000,56.000,56.000,56.000,56.000,56.000,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,4371.62,0.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,period-based
201595BA,qvdf,202796,202925,,,-1,0,-1,1,2,,2,1500_1800,4171.947,629.666,4171.947,2.661,40.843,0.729,0.773,0.837,900.000,0.000,0.720,0.361,2.000,753.072,1.235,1.177,0.913,0.000,56.000,47.600,0.457,1.000,40.843,33.578,7556.230,185.007,7556.230,185.007,50.075,26.263,"LINESTRING (-112.422264 33.697065, -112.445335 33.714920)",3542.3,0.0,0.0,0.0,0.0,3999.0,0,173.0,55.977,55.909,55.841,55.773,55.705,55.637,55.569,52.766,55.650,55.745,55.841,55.936,55.966,55.865,55.764,55.662,55.561,55.460,55.359,55.257,55.156,55.055,54.954,54.852,54.751,54.650,51.861,54.767,54.909,55.052,55.194,55.336,55.478,55.621,55.763,55.905,55.546,54.186,52.825,51.465,50.104,48.744,50.568,37.990,35.119,48.687,49.561,53.424,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,4171.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201596AB,qvdf,202482,202481,,,-1,0,-1,-1,3,,3,1500_1800,513.285,2.355,513.285,1.466,40.847,0.950,0.244,0.260,700.000,0.000,0.073,0.355,1.000,182.140,1.169,1.195,0.119,0.000,43.000,36.550,0.498,1.000,40.847,34.502,512.248,12.541,512.248,12.541,0.628,0.000,"LINESTRING (-112.412297 33.726261, -112.429623 33.726268)",510.9,0.0,0.0,0.0,0.0,545.1,0,-31.8,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.908,42.630,42.353,42.075,41.798,41.520,41.243,40.966,38.832,41.474,42.046,42.618,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,513.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201596BA,qvdf,202481,202482,,,-1,0,-1,-1,3,,3,1500_1800,445.777,2.286,445.777,1.450,41.286,0.960,0.212,0.226,700.000,0.000,0.058,0.355,1.000,158.185,1.169,1.195,0.094,0.000,43.000,36.550,0.498,1.000,41.286,34.918,444.877,10.775,444.877,10.775,0.429,0.000,"LINESTRING (-112.429623 33.723062, -112.412297 33.723055)",443.5,0.0,0.0,0.0,0.0,406.4,0,39.4,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.927,42.708,42.488,42.269,42.049,41.830,41.611,41.391,39.257,41.801,42.251,42.700,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,445.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201597AB,qvdf,202482,202480,,,-1,0,-1,-1,4,,4,1500_1800,941.553,6.374,941.553,1.402,37.019,0.925,0.314,0.334,500.000,0.000,0.104,0.355,2.000,167.056,1.169,1.195,0.182,0.000,40.000,34.000,0.498,1.000,37.019,31.173,814.443,22.001,814.443,22.001,1.640,0.000,"LINESTRING (-112.413849 33.724259, -112.410855 33.712600)",935.2,0.0,0.0,0.0,0.0,965.0,0,-23.5,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,37.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,39.870,39.479,39.089,38.699,38.308,37.918,37.527,38.034,36.046,37.813,38.633,39.453,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,941.39,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,period-based
201597BA,qvdf,202480,202482,,,-1,0,-1,1,4,,4,1500_1800,1417.532,6.494,1417.532,1.507,34.450,0.861,0.473,0.503,500.000,0.000,0.209,0.355,2.000,251.507,1.169,1.195,0.365,0.000,40.000,34.000,0.498,1.000,34.450,28.778,1226.166,35.593,1226.166,35.593,4.939,0.000,"LINESTRING (-112.407751 33.713398, -112.410745 33.725057)",1411.0,0.0,0.0,0.0,0.0,1316.1,0,101.4,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,37.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,39.746,38.982,38.219,37.455,36.692,35.929,35.165,35.464,33.505,35.475,37.172,38.869,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1417.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201600AB,qvdf,202481,202479,,,-1,0,-1,-1,4,,4,1500_1800,0.000,0.000,0.000,1.066,39.000,1.000,0.000,0.000,500.000,0.000,0.000,0.355,1.000,0.000,1.169,1.195,0.000,0.000,39.000,33.150,0.498,1.000,39.000,33.150,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.428020 33.724672, -112.428067 33.734730)",0.0,0.0,0.0,0.0,0.0,,,,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201600BA,qvdf,202479,202481,,,-1,0,-1,-1,4,,4,1500_1800,0.000,0.000,0.000,1.066,39.000,1.000,0.000,0.000,500.000,0.000,0.000,0.355,1.000,0.000,1.169,1.195,0.000,0.000,39.000,33.150,0.498,1.000,39.000,33.150,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.431273 33.734716, -112.431226 33.724658)",0.0,0.0,0.0,0.0,0.0,,,,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201601AB,qvdf,202477,202481,,,-1,0,-1,-1,3,,3,1500_1800,445.777,2.286,445.777,0.728,38.406,0.960,0.212,0.226,700.000,0.000,0.029,0.355,1.000,158.185,1.169,1.195,0.094,0.000,40.000,34.000,0.498,1.000,38.406,32.482,207.714,5.408,207.714,5.408,0.216,0.000,"LINESTRING (-112.437714 33.723054, -112.429623 33.723062)",443.5,0.0,0.0,0.0,0.0,406.4,0,39.4,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.932,39.728,39.524,39.320,39.116,38.912,38.708,38.504,36.518,38.885,39.303,39.721,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,445.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201601BA,qvdf,202481,202477,,,-1,0,-1,-1,3,,3,1500_1800,513.285,2.355,513.285,0.736,37.997,0.950,0.244,0.260,700.000,0.000,0.037,0.355,1.000,182.140,1.169,1.195,0.119,0.000,40.000,34.000,0.498,1.000,37.997,32.095,239.170,6.294,239.170,6.294,0.315,0.000,"LINESTRING (-112.429623 33.726268, -112.437714 33.726260)",510.9,0.0,0.0,0.0,0.0,545.1,0,-31.8,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.914,39.656,39.398,39.140,38.882,38.624,38.366,38.108,36.122,38.580,39.113,39.645,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,513.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201602AB,qvdf,617,202477,,,-1,0,-1,-1,9,,9,1500_1800,445.777,2.286,445.777,1.867,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,17.576,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,277.407,13.870,277.407,13.870,0.000,0.000,"LINESTRING (-112.442503 33.732684, -112.439211 33.724084)",443.5,0.0,0.0,0.0,0.0,406.4,0,39.4,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,445.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201602BA,qvdf,202477,617,,,-1,0,-1,-1,9,,9,1500_1800,513.285,2.355,513.285,1.867,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,20.238,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,319.417,15.971,319.417,15.971,0.000,0.000,"LINESTRING (-112.436217 33.725230, -112.439509 33.733830)",510.9,0.0,0.0,0.0,0.0,545.1,0,-31.8,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,513.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201603AB,qvdf,2142,202796,,,-1,0,-1,1,9,,9,1500_1800,360.187,2.597,360.187,3.245,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,14.201,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,389.560,19.478,389.560,19.478,0.000,0.000,"LINESTRING (-112.428089 33.710917, -112.424813 33.695465)",357.6,0.0,0.0,0.0,0.0,325.3,0,34.9,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,360.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201603BA,qvdf,202796,2142,,,-1,0,-1,1,9,,9,1500_1800,500.724,2.698,500.724,3.245,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,19.743,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,541.558,27.078,541.558,27.078,0.000,0.000,"LINESTRING (-112.421677 33.696129, -112.424953 33.711581)",498.0,0.0,0.0,0.0,0.0,424.6,0,76.1,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,500.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201604AB,qvdf,202476,202809,,,-1,0,-1,1,4,,4,1500_1800,1088.928,7.676,1088.928,1.180,36.263,0.907,0.363,0.386,500.000,0.000,0.110,0.355,2.000,193.204,1.169,1.195,0.233,0.000,40.000,34.000,0.498,1.000,36.263,30.465,776.896,21.424,776.896,21.424,2.001,0.000,"LINESTRING (-112.410855 33.697082, -112.413552 33.687294)",1081.3,0.0,0.0,0.0,0.0,1109.0,0,-20.0,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.999,37.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,39.835,39.339,38.843,38.347,37.851,37.355,36.859,36.701,34.717,37.180,38.238,39.295,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1088.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201604BA,qvdf,202809,202476,,,-1,0,-1,1,4,,4,1500_1800,1473.784,7.675,1473.784,1.254,34.127,0.853,0.491,0.523,500.000,0.000,0.184,0.355,2.000,261.488,1.169,1.195,0.390,0.000,40.000,34.000,0.498,1.000,34.127,28.480,1051.471,30.811,1051.471,30.811,4.524,0.000,"LINESTRING (-112.410462 33.686442, -112.407765 33.696230)",1466.1,0.0,0.0,0.0,0.0,1501.5,0,-27.7,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.999,37.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,39.729,38.916,38.102,37.289,36.475,35.662,34.849,34.893,32.950,35.138,36.961,38.784,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1473.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201605AB,qvdf,202476,202480,,,-1,0,-1,1,4,,4,1500_1800,1473.784,7.675,1473.784,1.980,34.127,0.853,0.491,0.523,500.000,0.000,0.291,0.355,2.000,261.488,1.169,1.195,0.390,0.000,40.000,34.000,0.498,1.000,34.127,28.480,1660.056,48.644,1660.056,48.644,7.142,0.000,"LINESTRING (-112.407707 33.696655, -112.407700 33.712998)",1466.1,0.0,0.0,0.0,0.0,1501.5,0,-27.7,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.999,37.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,39.729,38.916,38.102,37.289,36.475,35.662,34.849,34.893,32.950,35.138,36.961,38.784,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1473.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201605BA,qvdf,202480,202476,,,-1,0,-1,1,4,,4,1500_1800,1088.928,7.676,1088.928,1.864,36.263,0.907,0.363,0.386,500.000,0.000,0.174,0.355,2.000,193.204,1.169,1.195,0.233,0.000,40.000,34.000,0.498,1.000,36.263,30.465,1226.558,33.824,1226.558,33.824,3.160,0.000,"LINESTRING (-112.410906 33.713000, -112.410913 33.696657)",1081.3,0.0,0.0,0.0,0.0,1109.0,0,-20.0,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.999,37.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,39.835,39.339,38.843,38.347,37.851,37.355,36.859,36.701,34.717,37.180,38.238,39.295,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1088.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
