link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
200989BA,qvdf,202831,2146,,,-1,0,-1,-1,9,,9,1500_1800,93.582,0.038,93.582,0.390,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,3.690,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,12.151,0.608,12.151,0.608,0.000,0.000,"LINESTRING (-112.464209 33.719713, -112.465736 33.718327)",93.5,0.0,0.0,0.0,0.0,,,,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.961,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.996,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,93.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
200997AB,qvdf,615,202825,,,-1,0,-1,-1,9,,9,1500_1800,97.781,1.452,97.781,3.786,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,3.855,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,123.401,6.170,123.401,6.170,0.000,0.000,"LINESTRING (-112.460447 33.693294, -112.462520 33.711523)",96.3,0.0,0.0,0.0,0.0,135.8,0,-38.0,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,95.25,0.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,period-based
200997BA,qvdf,202825,615,,,-1,0,-1,-1,9,,9,1500_1800,151.094,1.508,151.094,3.786,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,5.957,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,190.683,9.534,190.683,9.534,0.000,0.000,"LINESTRING (-112.465706 33.711161, -112.463633 33.692932)",149.6,0.0,0.0,0.0,0.0,183.0,0,-31.9,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,151.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
200998AB,qvdf,202824,202894,,,-1,0,-1,-1,4,,4,1500_1800,88.933,0.054,88.933,0.766,39.810,0.995,0.059,0.063,500.000,0.000,0.004,0.355,1.000,31.558,1.169,1.195,0.011,0.000,40.000,34.000,0.498,1.000,39.810,33.818,45.185,1.135,45.185,1.135,0.005,0.000,"LINESTRING (-112.469722 33.712942, -112.478543 33.712949)",88.9,0.0,0.0,0.0,0.0,12.6,0,76.3,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.992,39.968,39.944,39.921,39.897,39.873,39.849,39.825,37.828,39.873,39.920,39.968,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,88.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
200998BA,qvdf,202894,202824,,,-1,0,-1,-1,4,,4,1500_1800,96.288,0.054,96.288,0.766,39.783,0.995,0.064,0.068,500.000,0.000,0.004,0.355,1.000,34.168,1.169,1.195,0.012,0.000,40.000,34.000,0.498,1.000,39.783,33.792,48.922,1.230,48.922,1.230,0.007,0.000,"LINESTRING (-112.478543 33.709743, -112.469722 33.709736)",96.2,0.0,0.0,0.0,0.0,10.3,0,86.0,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.991,39.964,39.936,39.909,39.882,39.855,39.827,39.800,37.803,39.854,39.909,39.964,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,96.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201000AB,qvdf,202825,202824,,,-1,0,-1,-1,4,,4,1500_1800,88.933,0.054,88.933,0.485,39.941,0.999,0.030,0.032,500.000,0.000,0.001,0.355,2.000,15.779,1.169,1.195,0.003,0.000,40.000,34.000,0.498,1.000,39.941,33.944,28.731,0.719,28.731,0.719,0.001,0.000,"LINESTRING (-112.464113 33.712945, -112.469722 33.712942)",88.9,0.0,0.0,0.0,0.0,12.6,0,76.3,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.998,39.990,39.983,39.975,39.968,39.961,39.953,39.946,37.947,39.961,39.975,39.990,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,88.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201000BA,qvdf,202824,202825,,,-1,0,-1,-1,4,,4,1500_1800,96.288,0.054,96.288,0.485,39.933,0.998,0.032,0.034,500.000,0.000,0.001,0.355,2.000,17.084,1.169,1.195,0.004,0.000,40.000,34.000,0.498,1.000,39.933,33.935,31.108,0.779,31.108,0.779,0.001,0.000,"LINESTRING (-112.469722 33.709736, -112.464113 33.709739)",96.2,0.0,0.0,0.0,0.0,10.3,0,86.0,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.997,39.989,39.980,39.972,39.963,39.955,39.947,39.938,37.939,39.955,39.972,39.989,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,96.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201001AB,qvdf,202924,202825,,,-1,0,-1,-1,4,,4,1500_1800,238.027,1.562,238.027,0.085,39.689,0.992,0.079,0.084,500.000,0.000,0.001,0.355,2.000,42.232,1.169,1.195,0.018,0.000,40.000,34.000,0.498,1.000,39.689,33.703,13.449,0.339,13.449,0.339,0.003,0.000,"LINESTRING (-112.463132 33.712945, -112.464113 33.712945)",236.5,0.0,0.0,0.0,0.0,195.2,0,42.8,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.987,39.948,39.909,39.870,39.831,39.792,39.753,39.714,37.718,39.791,39.869,39.948,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,238.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201001BA,qvdf,202825,202924,,,-1,0,-1,-1,4,,4,1500_1800,192.069,1.506,192.069,0.085,39.784,0.995,0.064,0.068,500.000,0.000,0.000,0.355,2.000,34.078,1.169,1.195,0.012,0.000,40.000,34.000,0.498,1.000,39.784,33.793,10.852,0.273,10.852,0.273,0.001,0.000,"LINESTRING (-112.464113 33.709739, -112.463132 33.709739)",190.6,0.0,0.0,0.0,0.0,145.7,0,46.3,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.991,39.964,39.937,39.910,39.882,39.855,39.828,39.801,37.804,39.855,39.909,39.964,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,189.54,0.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,period-based
201003AB,qvdf,202926,202923,,,-1,0,-1,-1,2,,2,1500_1800,3962.970,664.023,3962.970,2.219,41.786,0.746,0.734,0.795,900.000,0.000,0.563,0.361,2.000,715.350,1.235,1.177,0.837,0.000,56.000,47.600,0.457,1.000,41.786,34.424,6123.384,146.540,6123.384,146.540,37.194,17.898,"LINESTRING (-112.481667 33.739270, -112.461974 33.724042)",3298.9,0.0,0.0,0.0,0.0,3901.2,0,61.8,55.975,55.901,55.826,55.752,55.677,55.603,55.528,52.726,55.617,55.721,55.826,55.930,55.963,55.852,55.742,55.631,55.521,55.410,55.299,55.189,55.078,54.967,54.857,54.746,54.636,54.525,51.738,54.653,54.808,54.963,55.119,55.274,55.430,55.585,55.741,55.896,55.557,54.230,52.902,51.574,50.246,48.919,51.903,39.585,36.234,50.718,49.982,53.593,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,3962.97,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,period-based
201003BA,qvdf,202923,202926,,,-1,0,-1,-1,2,,2,1500_1800,3831.164,627.804,3831.164,2.187,42.386,0.757,0.709,0.768,900.000,0.000,0.532,0.361,2.000,691.558,1.235,1.177,0.790,0.000,56.000,47.600,0.457,1.000,42.386,34.963,5919.723,139.662,5919.723,139.662,33.953,15.299,"LINESTRING (-112.460014 33.726578, -112.479707 33.741806)",3203.4,0.0,0.0,0.0,0.0,3796.7,0,34.5,55.977,55.910,55.842,55.774,55.707,55.639,55.571,52.769,55.652,55.747,55.842,55.937,55.966,55.866,55.765,55.664,55.563,55.463,55.362,55.261,55.160,55.060,54.959,54.858,54.757,54.656,51.868,54.773,54.915,55.056,55.198,55.339,55.481,55.623,55.764,55.906,55.564,54.255,52.947,51.638,50.330,49.021,49.733,40.667,36.974,49.093,50.214,53.686,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,3831.16,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,period-based
201005AB,qvdf,2125,202923,,,-1,0,-1,-1,9,,9,1500_1800,121.102,0.358,121.102,2.504,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,4.775,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,101.091,5.055,101.091,5.055,0.000,0.000,"LINESTRING (-112.474933 33.728367, -112.461511 33.723793)",120.7,0.0,0.0,0.0,0.0,77.8,0,43.3,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,121.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201005BA,qvdf,202923,2125,,,-1,0,-1,-1,9,,9,1500_1800,88.384,0.472,88.384,2.504,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,3.485,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,73.779,3.689,73.779,3.689,0.000,0.000,"LINESTRING (-112.460477 33.726827, -112.473899 33.731401)",87.9,0.0,0.0,0.0,0.0,59.5,0,28.9,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,88.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201046AB,qvdf,620,202809,,,-1,0,-1,1,9,,9,1500_1800,1350.833,0.499,1350.833,3.704,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,53.261,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1667.684,83.384,1667.684,83.384,0.000,0.000,"LINESTRING (-112.432978 33.682542, -112.411802 33.685278)",1350.3,0.0,0.0,0.0,0.0,943.1,0,407.7,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,1335.80,0.00,0.93,0.91,0.89,0.88,0.86,0.85,0.83,0.82,0.80,0.79,0.77,0.76,0.75,0.73,0.72,0.71,0.70,0.68,period-based
201046BA,qvdf,202809,620,,,-1,0,-1,1,9,,9,1500_1800,1616.688,0.741,1616.688,3.704,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,63.743,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1995.898,99.795,1995.898,99.795,0.000,0.000,"LINESTRING (-112.412212 33.688458, -112.433388 33.685722)",1615.9,0.0,0.0,0.0,0.0,1037.0,0,579.7,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.70,1607.69,0.00,0.54,0.53,0.52,0.51,0.51,0.50,0.49,0.49,0.48,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.42,period-based
201047AB,qvdf,645,202808,,,-1,0,-1,1,9,,9,1500_1800,3062.895,27.327,3062.895,1.465,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,120.764,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1495.887,74.794,1495.887,74.794,0.000,0.000,"LINESTRING (-112.333336 33.629608, -112.324881 33.629169)",3035.6,0.0,0.0,0.0,0.0,2245.2,0,817.7,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,3062.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201047BA,qvdf,202808,645,,,-1,0,-1,1,9,,9,1500_1800,2946.202,28.351,2946.202,1.465,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,116.163,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,1438.896,71.945,1438.896,71.945,0.000,0.000,"LINESTRING (-112.324715 33.632371, -112.333170 33.632810)",2917.9,0.0,0.0,0.0,0.0,2047.4,0,898.8,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,2946.25,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
201048AB,qvdf,647,202807,,,-1,0,-1,1,9,,9,1500_1800,1740.332,8.321,1740.332,1.114,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,68.618,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,646.342,32.317,646.342,32.317,0.000,0.000,"LINESTRING (-112.341904 33.687787, -112.343809 33.682639)",1732.0,0.0,0.0,0.0,0.0,1657.8,0,82.5,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1740.39,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
201048BA,qvdf,202807,647,,,-1,0,-1,1,9,,9,1500_1800,2006.415,8.461,2006.415,1.114,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,79.109,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,745.163,37.258,745.163,37.258,0.000,0.000,"LINESTRING (-112.340803 33.681527, -112.338898 33.686675)",1998.0,0.0,0.0,0.0,0.0,1847.9,0,158.6,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,2006.46,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
201051AB,qvdf,653,202804,,,-1,0,-1,1,9,,9,1500_1800,1097.531,6.162,1097.531,1.013,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,43.273,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,370.516,18.526,370.516,18.526,0.000,0.000,"LINESTRING (-112.331837 33.674070, -112.326067 33.673221)",1091.4,0.0,0.0,0.0,0.0,999.6,0,98.0,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1098.58,0.00,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,period-based
201051BA,qvdf,202804,653,,,-1,0,-1,1,9,,9,1500_1800,1335.769,6.180,1335.769,1.013,20.000,1.000,0.000,0.001,99999.000,0.000,0.000,0.355,9.000,52.667,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,450.942,22.547,450.942,22.547,0.000,0.000,"LINESTRING (-112.325601 33.676393, -112.331371 33.677242)",1329.6,0.0,0.0,0.0,0.0,1207.1,0,128.6,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1333.87,0.00,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.09,0.09,0.09,0.08,0.08,0.08,0.08,period-based
